,folder,pic1,pic2,det,desc,matches,inliers,score,det time,desc time,hmg time,saved as
1914,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", Harris, SIFT,388.0,125.0,98.8201921694,0.041222,3.38251,0.06811, out/graff/img1_img2_det_Harris_desc_SIFT.png
1915,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", Harris, SURF,388.0,146.0,99.2846286425,0.045491,0.293508,0.05425, out/graff/img1_img2_det_Harris_desc_SURF.png
1916,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", Harris, ORB,319.0,8.0,2.15571750802,0.046608,0.016185,0.125676, out/graff/img1_img2_det_Harris_desc_ORB.png
1917,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", GFTT, BRIEF,767.0,7.0,1.69899396498,0.049775,0.025892,0.178131, out/graff/img1_img2_det_GFTT_desc_BRIEF.png
1918,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", GFTT, SIFT,932.0,103.0,94.6037810079,0.046798,8.39747,0.327497, out/graff/img1_img2_det_GFTT_desc_SIFT.png
1919,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", GFTT, SURF,932.0,303.0,98.7899570192,0.046298,0.669441,0.236511, out/graff/img1_img2_det_GFTT_desc_SURF.png
1920,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", GFTT, ORB,757.0,12.0,6.05995830571,0.050004,0.025963,0.168536, out/graff/img1_img2_det_GFTT_desc_ORB.png
1921,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", SIFT, BRIEF,2331.0,12.0,1.03706246257,0.889862,0.0759,0.61521, out/graff/img1_img2_det_SIFT_desc_BRIEF.png
1922,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", SIFT, SIFT,2703.0,1087.0,98.5589135647,0.856988,1.35874,1.86387, out/graff/img1_img2_det_SIFT_desc_SIFT.png
1923,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", SIFT, SURF,2703.0,338.0,98.3782182755,0.893463,0.622776,1.96644, out/graff/img1_img2_det_SIFT_desc_SURF.png
1924,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", SIFT, ORB,2291.0,11.0,1.50017542624,0.878436,0.092767,0.599737, out/graff/img1_img2_det_SIFT_desc_ORB.png
1925,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", SURF, BRIEF,4562.0,11.0,2.66478996115,1.26134,0.142569,1.88395, out/graff/img1_img2_det_SURF_desc_BRIEF.png
1926,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", SURF, SIFT,4899.0,1370.0,98.4805753167,1.32454,16.0964,5.55912, out/graff/img1_img2_det_SURF_desc_SIFT.png
1927,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", SURF, SURF,4899.0,986.0,96.254268729,1.34574,4.67371,5.78449, out/graff/img1_img2_det_SURF_desc_SURF.png
1928,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", SURF, ORB,4485.0,11.0,1.41619240165,1.30559,0.134074,1.79887, out/graff/img1_img2_det_SURF_desc_ORB.png
1929,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", FAST, BRIEF,639.0,9.0,1.37139639599,0.005223,0.021183,0.159702, out/graff/img1_img2_det_FAST_desc_BRIEF.png
1930,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", FAST, SIFT,751.0,359.0,99.2047950392,0.00555,0.529313,0.163276, out/graff/img1_img2_det_FAST_desc_SIFT.png
1931,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", FAST, SURF,751.0,133.0,97.6784115744,0.005645,0.192458,0.279583, out/graff/img1_img2_det_FAST_desc_SURF.png
1932,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", FAST, ORB,626.0,12.0,12.6065543764,0.005501,0.024838,0.168628, out/graff/img1_img2_det_FAST_desc_ORB.png
1933,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", MSER, BRIEF,1778.0,64.0,13.5745537776,2.83613,0.044332,0.408763, out/graff/img1_img2_det_MSER_desc_BRIEF.png
1934,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", MSER, SIFT,2106.0,966.0,97.8469773818,2.75175,38.81,1.12624, out/graff/img1_img2_det_MSER_desc_SIFT.png
1935,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", MSER, SURF,2106.0,964.0,98.9010487955,2.78697,4.14625,1.19717, out/graff/img1_img2_det_MSER_desc_SURF.png
1936,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", MSER, ORB,1719.0,102.0,26.5630630118,2.8294,0.044595,0.39471, out/graff/img1_img2_det_MSER_desc_ORB.png
1937,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", ORB, BRIEF,9413.0,3940.0,96.3643514248,0.103827,0.278646,7.49848, out/graff/img1_img2_det_ORB_desc_BRIEF.png
1938,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", ORB, SIFT,9413.0,2286.0,96.204767338,0.103374,27.792,21.3493, out/graff/img1_img2_det_ORB_desc_SIFT.png
1939,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", ORB, SURF,9413.0,3957.0,97.6566811068,0.104023,22.272,21.2464, out/graff/img1_img2_det_ORB_desc_SURF.png
1940,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img2.png""", ORB, ORB,9413.0,16.0,1.99714090376,0.106939,0.254165,7.68245, out/graff/img1_img2_det_ORB_desc_ORB.png
1941,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img3.png""", Harris, BRIEF,325.0,7.0,2.2946945527,0.058143,0.013826,0.132654, out/graff/img1_img3_det_Harris_desc_BRIEF.png
1942,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img3.png""", Harris, SIFT,388.0,22.0,34.6645528212,0.051339,3.79209,0.158692, out/graff/img1_img3_det_Harris_desc_SIFT.png
1943,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img3.png""", Harris, SURF,388.0,48.0,91.3041501561,0.052268,0.323306,0.159568, out/graff/img1_img3_det_Harris_desc_SURF.png
1944,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img3.png""", Harris, ORB,319.0,6.0,2.07327778221,0.04843,0.01624,0.127281, out/graff/img1_img3_det_Harris_desc_ORB.png
1945,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img3.png""", GFTT, BRIEF,767.0,9.0,3.92269461284,0.050657,0.029221,0.189292, out/graff/img1_img3_det_GFTT_desc_BRIEF.png
1946,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img3.png""", GFTT, SIFT,932.0,28.0,82.4459461406,0.058615,9.7676,0.367191, out/graff/img1_img3_det_GFTT_desc_SIFT.png
1947,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img3.png""", GFTT, SURF,932.0,83.0,98.9614660754,0.05912,0.771089,0.365745, out/graff/img1_img3_det_GFTT_desc_SURF.png
1948,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img3.png""", GFTT, ORB,757.0,10.0,1.10656065758,0.049811,0.028604,0.182045, out/graff/img1_img3_det_GFTT_desc_ORB.png
1949,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img3.png""", SIFT, BRIEF,2331.0,9.0,2.41110739384,0.932448,0.080889,0.749444, out/graff/img1_img3_det_SIFT_desc_BRIEF.png
1950,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img3.png""", SIFT, SIFT,2703.0,639.0,91.0931844078,0.927446,1.48826,2.48085, out/graff/img1_img3_det_SIFT_desc_SIFT.png
1951,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img3.png""", SIFT, SURF,2703.0,12.0,19.7868561985,0.907526,0.681914,2.37267, out/graff/img1_img3_det_SIFT_desc_SURF.png
1952,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img3.png""", SIFT, ORB,2291.0,14.0,1.92930853438,0.903998,0.097911,0.723735, out/graff/img1_img3_det_SIFT_desc_ORB.png
1953,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img3.png""", SURF, BRIEF,4562.0,11.0,1.71617893155,1.41575,0.155661,2.17376, out/graff/img1_img3_det_SURF_desc_BRIEF.png
1954,out/graff/," ""data/graffiti/graff/img1.png"""," ""data/graffiti/graff/img3.png""", SURF, SIFT,4899.0,556.0,83.9055134179,1.41197,18.1301,6.68653, out/graff/img1_img3_det_SURF_desc_SIFT.png
