,folder,pic1,pic2,det,desc,matches,inliers,score,det time,desc time,hmg time,saved as
627,out/BELLEDONNE/," ""data/BELLEDONNE/img0.pgm"""," ""data/BELLEDONNE/img2.pgm""", SURF, SURF,3322.0,17.0,3.05608725009,0.773394,2.35599,1.2626, out/BELLEDONNE/img0_img2_det_SURF_desc_SURF.png
628,out/BELLEDONNE/," ""data/BELLEDONNE/img0.pgm"""," ""data/BELLEDONNE/img2.pgm""", SURF, ORB,3083.0,17.0,2.0093594824,0.798476,0.080614,0.536261, out/BELLEDONNE/img0_img2_det_SURF_desc_ORB.png
629,out/BELLEDONNE/," ""data/BELLEDONNE/img0.pgm"""," ""data/BELLEDONNE/img2.pgm""", FAST, BRIEF,10.0,4.0,0.0311593463656,0.001252,0.002233,0.012411, out/BELLEDONNE/img0_img2_det_FAST_desc_BRIEF.png
630,out/BELLEDONNE/," ""data/BELLEDONNE/img0.pgm"""," ""data/BELLEDONNE/img2.pgm""", FAST, SIFT,10.0,5.0,3.72719039083,0.001079,0.101458,0.005502, out/BELLEDONNE/img0_img2_det_FAST_desc_SIFT.png
631,out/BELLEDONNE/," ""data/BELLEDONNE/img0.pgm"""," ""data/BELLEDONNE/img2.pgm""", FAST, SURF,10.0,4.0,2.95170615763,0.00114,0.008207,0.012537, out/BELLEDONNE/img0_img2_det_FAST_desc_SURF.png
632,out/BELLEDONNE/," ""data/BELLEDONNE/img0.pgm"""," ""data/BELLEDONNE/img2.pgm""", FAST, ORB,10.0,4.0,4.22108244975,0.001202,0.007785,0.011895, out/BELLEDONNE/img0_img2_det_FAST_desc_ORB.png
633,out/BELLEDONNE/," ""data/BELLEDONNE/img0.pgm"""," ""data/BELLEDONNE/img2.pgm""", MSER, BRIEF,228.0,40.0,7.8815134746,0.294988,0.005816,0.121571, out/BELLEDONNE/img0_img2_det_MSER_desc_BRIEF.png
634,out/BELLEDONNE/," ""data/BELLEDONNE/img0.pgm"""," ""data/BELLEDONNE/img2.pgm""", MSER, SIFT,291.0,44.0,3.66604542691,0.272215,1.86321,0.124804, out/BELLEDONNE/img0_img2_det_MSER_desc_SIFT.png
635,out/BELLEDONNE/," ""data/BELLEDONNE/img0.pgm"""," ""data/BELLEDONNE/img2.pgm""", MSER, SURF,291.0,22.0,2.75071357646,0.292196,0.182874,0.123325, out/BELLEDONNE/img0_img2_det_MSER_desc_SURF.png
636,out/BELLEDONNE/," ""data/BELLEDONNE/img0.pgm"""," ""data/BELLEDONNE/img2.pgm""", MSER, ORB,220.0,18.0,17.6467986934,0.288425,0.011316,0.119246, out/BELLEDONNE/img0_img2_det_MSER_desc_ORB.png
